"","begin_time","average_response_time","throughput"
"2796",1509402900,142.73035608723,156937.1338077
"2797",1509402960,161.737131254859,159759.838032009
"2798",1509403020,134.396746321351,148637.552841427
"2799",1509403080,157.248642733552,138292.570210589
"2800",1509403140,161.385847876175,154951.602860978
"2801",1509403200,163.815904460127,154560.761775338
"2802",1509403260,131.303422692263,144787.246098877
"2803",1509403320,145.297139775491,143371.113855796
"2804",1509403380,157.959432906148,137121.788402423
"2805",1509403440,163.718452806937,154813.909786734
"2806",1509403500,159.741305160207,155449.795271116
"2807",1509403560,151.94119293515,141720.124364288
"2808",1509403620,173.814794414199,145298.281049467
"2809",1509403680,161.106548536541,139918.965730344
"2810",1509403740,144.306130219913,156286.882190126
"2811",1509403800,172.063002850092,155386.481989678
"2812",1509403860,135.686578290379,144998.141165612
"2813",1509403920,150.514781720635,141021.616236426
"2814",1509403980,133.137345932493,138023.382602558
"2815",1509404040,190.516367391039,151441.183245477
"2816",1509404100,302.440952764279,145946.120980683
"2817",1509404160,152.787664158079,144265.281754889
"2818",1509404220,157.003899350761,134975.207724054
"2819",1509404280,138.993844818549,133834.504576969
"2820",1509404340,151.971249361942,155427.416999534
"2821",1509404400,173.313279120784,159032.783704315
"2822",1509404460,140.683474854931,151663.048520898
"2823",1509404520,144.057981168491,139145.660487465
"2824",1509404580,141.934409042855,134313.584540778
"2825",1509404640,187.378570994073,146628.549675977
"2826",1509404700,162.122578638706,147772.078606386
"2827",1509404760,134.918982458265,139433.507235536
"2828",1509404820,132.243944399058,137361.68098271
"2829",1509404880,125.610743355241,136535.617687716
"2830",1509404940,167.772792694231,157494.908397386
"2831",1509405000,141.291278205095,150100.495978528
"2832",1509405060,145.526819660894,139138.136484752
"2833",1509405120,122.696731230277,131572.559563766
"2834",1509405180,198.472086627423,126960.501727614
"2835",1509405240,176.033329055359,147212.701618138
"2836",1509405300,206.915588163491,145860.130226654
"2837",1509405360,175.519253885528,151353.474660823
"2838",1509405420,138.663256577543,143609.18940705
"2839",1509405480,145.689789368292,137820.772638056
"2840",1509405540,153.869272105466,158567.19553117
"2841",1509405600,180.568953238188,150436.49467985
"2842",1509405660,250.819864078428,145095.693716545
"2843",1509405720,130.563763020106,135018.501903712
"2844",1509405780,157.849172521567,132382.898256736
"2845",1509405840,151.164770294765,149447.070147513
"2846",1509405900,152.939942431771,145544.113746461
"2847",1509405960,134.388432732319,140010.780248162
"2848",1509406020,152.054688758125,137460.463351696
"2849",1509406080,185.706456917871,138477.825673527
"2850",1509406140,153.949474664984,158409.236622902
"2851",1509406200,158.47518458366,156980.576008584
"2852",1509406260,153.836696428872,146254.831850049
"2853",1509406320,158.368146810224,137483.299342521
"2854",1509406380,153.616459641354,131641.912886781
"2855",1509406440,135.459103169477,145578.945068258
"2856",1509406500,130.501472641957,141436.543939245
"2857",1509406560,165.908704348235,138457.950830623
"2858",1509406620,122.877120832998,132793.442955426
"2859",1509406680,151.02045834238,133503.522212868
"2860",1509406740,155.315922055383,158167.356954471
"2861",1509406800,145.75097562993,151245.533513334
"2862",1509406860,148.466358735365,138760.525159808
"2863",1509406920,244.167382705801,138157.176647605
"2864",1509406980,140.609050269214,132776.456880816
"2865",1509407040,145.049971920577,149887.869299221
"2866",1509407100,151.045147276513,147138.390363198
"2867",1509407160,148.373924699632,143035.927957884
"2868",1509407220,155.572557339028,131656.402987638
"2869",1509407280,152.171036146149,126690.901115458
"2870",1509407340,124.924637339982,141847.693765663
"2871",1509407400,137.82691082421,141823.975624853
"2872",1509407460,149.063649279282,134630.80592269
"2873",1509407520,156.587139013387,126889.219822024
"2874",1509407580,114.491853414164,129058.315845017
"2875",1509407640,158.011091071348,141460.07767591
"2876",1509407700,134.278085186634,137980.075513922
"2877",1509407760,142.363625536545,134852.618789907
"2878",1509407820,134.345169173713,126421.861795503
"2879",1509407880,176.319160501175,119714.054664257
"2880",1509407940,141.701366846961,141693.243021405
"2881",1509408000,236.865495256946,140931.525210219
"2882",1509408060,121.046770650304,133047.766270627
"2883",1509408120,139.539189625813,132810.12261174
"2884",1509408180,157.795905386797,125608.303976627
"2885",1509408240,152.424383088778,131787.982012281
"2886",1509408300,156.931543753332,133329.778855714
"2887",1509408360,149.865522996916,126607.767046282
"2888",1509408420,129.410247143997,122742.411716292
"2889",1509408480,138.446327871497,120837.708472044
"2890",1509408540,141.64719627462,138310.339673636
"2891",1509408600,144.549695408028,134049.574459536
"2892",1509408660,171.155906128981,128327.632753578
"2893",1509408720,146.691493605707,125966.709946628
"2894",1509408780,136.913566917507,120177.10897801
"2895",1509408840,157.142010175196,124214.210982762
"2896",1509408900,139.196314502898,129141.514756767
"2897",1509408960,140.313460618783,121154.305352335
"2898",1509409020,137.167132665445,114224.380741215
"2899",1509409080,165.856025018392,113775.372384772
"2900",1509409140,140.779561156127,131842.154316789
"2901",1509409200,128.097016156726,129658.849966798
"2902",1509409260,144.501729883987,124524.986717641
"2903",1509409320,147.121274462099,123368.334071963
"2904",1509409380,135.940284865356,122841.191134297
"2905",1509409440,159.818738537054,138066.582334533
"2906",1509409500,135.616826838266,139255.587273586
"2907",1509409560,144.396264432244,135970.678590405
"2908",1509409620,162.84393579331,132001.028563043
"2909",1509409680,133.890219195904,124627.582189652
"2910",1509409740,138.000740242202,146468.781096138
"2911",1509409800,198.98265664081,151776.788939934
"2912",1509409860,127.786004760696,138921.785623374
"2913",1509409920,148.611312739444,132961.612650108
"2914",1509409980,151.578393103798,126505.260966297
"2915",1509410040,176.957345045612,138014.566426392
"2916",1509410100,166.338557059085,134127.522011186
"2917",1509410160,143.875023700325,132151.278689114
"2918",1509410220,197.674002327337,129053.662153809
"2919",1509410280,144.053622256812,125571.743952296
"2920",1509410340,140.250418591713,142467.399195982
"2921",1509410400,142.983973808704,139560.213769431
"2922",1509410460,150.296558068123,128878.260438676
"2923",1509410520,165.935220776483,138117.665661424
"2924",1509410580,162.392991641502,129957.188700204
"2925",1509410640,158.161875966018,146914.261840953
"2926",1509410700,167.074106293694,148121.728670363
"2927",1509410760,153.794060702701,137191.904565627
"2928",1509410820,164.428933794438,140496.9359049
"2929",1509410880,146.469572280973,140347.093277529
"2930",1509410940,183.63559745605,154709.918707842
"2931",1509411000,146.874325993274,153068.881588595
"2932",1509411060,156.110236084772,147920.242743097
"2933",1509411120,126.802591598823,141973.720548631
"2934",1509411180,174.435994720518,133476.899265924
"2935",1509411240,141.090577400295,150900.645410107
"2936",1509411300,141.139082260518,142411.905773415
"2937",1509411360,155.494794903531,134614.204764901
"2938",1509411420,126.472041854112,131811.774470594
"2939",1509411480,114.836859219366,128416.597360582
"2940",1509411540,145.364995010548,140941.21477049
"2941",1509411600,127.715880019725,153710.297682144
"2942",1509411660,173.623529697343,153244.868334409
"2943",1509411720,156.495443042922,143873.777137663
"2944",1509411780,146.008792276612,138273.502793476
"2945",1509411840,164.335709845754,152653.132611678
"2946",1509411900,202.661696069057,139588.697182198
"2947",1509411960,218.724483829842,137662.81941796
"2948",1509412020,172.351286060912,124254.065673416
"2949",1509412080,130.623971216361,125240.600978067
"2950",1509412140,149.760791590952,147007.197531687
"2951",1509412200,143.089317300388,142259.354417629
"2952",1509412260,135.837299197279,131203.793134392
"2953",1509412320,152.759046258267,131958.762243275
"2954",1509412380,157.443373539881,127329.159844903
"2955",1509412440,142.277960537252,137662.668421861
"2956",1509412500,127.147975585316,136255.150828171
"2957",1509412560,187.595916905532,129400.360325721
"2958",1509412620,184.326624196064,127474.141433019
"2959",1509412680,125.596201730436,120835.933112699
"2960",1509412740,134.982748270656,140199.633925927
"2961",1509412800,188.706640347753,141016.072256621
"2962",1509412860,142.95185940595,136435.33230787
"2963",1509412920,137.584685932373,124801.807176911
"2964",1509412980,148.505152975092,125543.320707549
"2965",1509413040,181.215922132298,140729.826638734
"2966",1509413100,160.658548407471,138680.758153769
"2967",1509413160,181.039177824103,132075.051191347
"2968",1509413220,135.459957181465,125201.880378756
"2969",1509413280,145.153693690887,124090.219777685
"2970",1509413340,155.561797098027,126375.023992758
"2971",1509413400,123.898914962069,129248.563658523
"2972",1509413460,148.507198165513,120148.442334544
"2973",1509413520,188.638862250859,122238.204866385
"2974",1509413580,128.965239583782,126599.652010417
"2975",1509413640,141.453403444238,149917.872702101
"2976",1509413700,126.440366531151,145320.862956972
"2977",1509413760,131.703897044287,137342.413649379
"2978",1509413820,139.154417681626,130818.486429471
"2979",1509413880,132.487853115782,126517.207904541
"2980",1509413940,176.034826703653,147755.900463196
"2981",1509414000,184.078001365212,142473.776957505
"2982",1509414060,140.962836106428,136067.161990489
"2983",1509414120,170.77561247455,134814.78842426
"2984",1509414180,127.642509845934,120384.392552312
"2985",1509414240,173.82024994794,141785.743900818
"2986",1509414300,146.723058434753,134095.075121243
"2987",1509414360,155.10872779953,128053.913226822
"2988",1509414420,153.205605018092,128355.740752878
"2989",1509414480,131.611602074458,120914.109782238
"2990",1509414540,159.751039376883,141777.014921413
"2991",1509414600,137.757688811985,134202.220347672
"2992",1509414660,138.441637724314,123756.408711531
"2993",1509414720,170.471367154908,126668.102593323
"2994",1509414780,144.687051333851,122996.758978772
"2995",1509414840,131.980737351693,141139.312679365
"2996",1509414900,131.898156365628,140031.697365687
"2997",1509414960,135.145878916282,132428.395475443
"2998",1509415020,113.793257844472,135043.121185133
"2999",1509415080,208.921617262358,112145.593263855
"3000",1509415140,197.413281539762,145785.274516539
"3001",1509415200,162.541360343226,136692.802419766
"3002",1509415260,251.721591499803,132702.601525909
"3003",1509415320,157.094086994236,133482.904577397
"3004",1509415380,123.471996108948,130420.496156049
"3005",1509415440,147.117135937479,135744.324247194
"3006",1509415500,171.521017954863,131963.910465423
"3007",1509415560,128.657699282816,127853.205310759
"3008",1509415620,141.785059221799,124951.108215773
"3009",1509415680,142.540495235452,124065.13846309
"3010",1509415740,126.509374139599,124895.162126946
"3011",1509415800,155.350084573458,127569.263211999
"3012",1509415860,115.97784803637,121065.978867822
"3013",1509415920,162.397337239847,118360.761279769
"3014",1509415980,132.528203633424,115830.5557972
"3015",1509416040,158.345897452942,139251.294185746
"3016",1509416100,176.163855545209,139693.957583694
"3017",1509416160,128.667565653779,130610.733667857
"3018",1509416220,178.483133593469,130912.070609514
"3019",1509416280,150.460232196954,127185.649951625
"3020",1509416340,143.584200681495,141257.008509676
"3021",1509416400,154.169737026431,140197.126868294
"3022",1509416460,148.228073835068,133165.969002104
"3023",1509416520,141.662395306275,128079.420038014
"3024",1509416580,150.834898264128,126244.205240928
"3025",1509416640,134.555313428714,138693.302012043
"3026",1509416700,160.57194788313,132518.515968747
"3027",1509416760,175.220913889647,131584.915665824
"3028",1509416820,148.548639403302,132472.082658821
"3029",1509416880,193.453122060437,124909.945945711
"3030",1509416940,196.375508570587,142086.356993743
"3031",1509417000,164.455969727855,141699.486891135
"3032",1509417060,130.365106965843,130186.690243897
"3033",1509417120,168.413614667842,132690.923005704
"3034",1509417180,137.220713403554,121507.114314703
"3035",1509417240,201.779005420425,149703.057151672
"3036",1509417300,134.582893024945,134079.882113946
"3037",1509417360,137.055360070496,130021.558644499
"3038",1509417420,159.31902072262,128301.059010651
"3039",1509417480,153.33983897844,126996.270382037
"3040",1509417540,154.407518114077,144729.007735535
"3041",1509417600,160.295904916718,139473.020006174
"3042",1509417660,167.192349643583,133245.690148225
"3043",1509417720,134.738785436278,135349.441477188
"3044",1509417780,123.274286545349,134419.577688306
"3045",1509417840,159.915312755499,152510.198036413
"3046",1509417900,137.520986708693,147822.886511415
"3047",1509417960,171.455542160878,140583.005131975
"3048",1509418020,194.153064864208,140845.110672026
"3049",1509418080,145.843989165918,135209.172245066
"3050",1509418140,172.826704969131,150219.95377585
"3051",1509418200,161.236698663916,147242.315681427
"3052",1509418260,146.98247232132,137881.366089154
"3053",1509418320,153.74610281334,140413.711339415
"3054",1509418380,143.798213621359,131449.156886043
"3055",1509418440,157.922379103012,142024.150594619
"3056",1509418500,171.322846387809,134870.835186214
"3057",1509418560,129.418527519388,132360.343236173
"3058",1509418620,130.312480893222,126912.252550614
"3059",1509418680,140.848142683824,122468.612973593
"3060",1509418740,130.709275838816,146529.998898535
"3061",1509418800,137.359599918606,144220.508094081
"3062",1509418860,143.743853919112,132783.504826913
"3063",1509418920,160.763692605147,132151.594015114
"3064",1509418980,129.380290851865,123736.793277439
"3065",1509419040,154.592155234969,152905.828903231
"3066",1509419100,168.723178522389,149837.759403059
"3067",1509419160,181.241378215334,145391.471001647
"3068",1509419220,162.041111720236,143435.093202021
"3069",1509419280,140.49660415743,134870.354978664
"3070",1509419340,135.382267229883,154101.683248252
"3071",1509419400,120.534462481655,148828.26988598
"3072",1509419460,160.782224814135,144313.668823439
"3073",1509419520,139.499723331472,137439.045534546
"3074",1509419580,130.061443135183,126077.355841951
"3075",1509419640,138.960124197896,147323.397874504
"3076",1509419700,189.635679707482,141317.140828501
"3077",1509419760,129.905823828091,135116.012779181
"3078",1509419820,163.573202901978,135958.482053179
"3079",1509419880,126.660231180052,128490.145809049
"3080",1509419940,204.817199181832,150697.229291123
"3081",1509420000,137.693325500556,143656.277766936
"3082",1509420060,131.95124436187,130968.092714953
"3083",1509420120,129.496457136764,126157.839246156
"3084",1509420180,147.12830742425,127189.333084745
"3085",1509420240,136.991229632908,142685.999464957
"3086",1509420300,143.810660978838,137115.374017049
"3087",1509420360,159.577704361995,131708.370055736
"3088",1509420420,157.696616454305,132580.194543246
"3089",1509420480,149.982885374769,128829.082380895
"3090",1509420540,177.610122290957,148730.327472449
"3091",1509420600,186.786427874984,148531.160174249
"3092",1509420660,159.377074787783,137658.490660441
"3093",1509420720,146.868446525202,133872.566197197
"3094",1509420780,149.940427818611,126581.913013343
"3095",1509420840,163.355758082761,138933.427238271
"3096",1509420900,124.965057349604,138765.845410862
"3097",1509420960,125.899060370111,133056.937438857
"3098",1509421020,131.962663050876,125039.231956952
"3099",1509421080,193.602319506712,118632.133949809
"3100",1509421140,244.00380199309,141697.612537773
"3101",1509421200,146.911543031262,143018.781654813
"3102",1509421260,149.668238079159,134165.539046558
"3103",1509421320,144.946723883983,134482.622544514
"3104",1509421380,136.707810816618,132954.936568045
"3105",1509421440,150.650010034855,150397.905512068
"3106",1509421500,147.927862710859,145855.385835215
"3107",1509421560,168.242447350622,129718.124271798
"3108",1509421620,141.156778087854,127881.600417082
"3109",1509421680,130.861211680834,137140.53080454
"3110",1509421740,140.300830034198,146924.73604995
"3111",1509421800,139.668870250444,147729.095225881
"3112",1509421860,152.948096009837,134407.360925307
"3113",1509421920,130.43170666575,127592.779589815
"3114",1509421980,146.56817453039,134979.613910817
"3115",1509422040,122.462468058012,151021.323466179
"3116",1509422100,189.827281884503,147303.492996055
"3117",1509422160,134.841312036647,138129.069564481
"3118",1509422220,137.635150293073,132099.109638775
"3119",1509422280,140.535523686978,140310.443402957
"3120",1509422340,162.156913492608,151233.732213666
"3121",1509422400,237.136409268902,151352.654396741
"3122",1509422460,155.602118979971,139646.93686747
"3123",1509422520,146.732481297687,135823.144238641
"3124",1509422580,196.07103237786,140708.905833218
"3125",1509422640,150.988882724946,142098.465388141
"3126",1509422700,136.64303561418,137628.865554639
"3127",1509422760,132.277080528727,133777.821074195
"3128",1509422820,130.534506988091,124530.673133
"3129",1509422880,160.705237497504,140848.407374715
"3130",1509422940,222.789078111077,149986.905024024
"3131",1509423000,165.436883890969,143385.206538693
"3132",1509423060,132.367370575888,131600.85437473
"3133",1509423120,132.603778310404,125505.400041716
"3134",1509423180,111.809465634224,122294.671812114
"3135",1509423240,203.001863865253,146857.993873236
"3136",1509423300,158.558759502955,147575.615452763
"3137",1509423360,160.830755630114,137171.725511415
"3138",1509423420,152.102175221851,130587.443229025
"3139",1509423480,153.909185002644,130028.917693888
"3140",1509423540,160.904768138401,143123.755772391
"3141",1509423600,148.433579160615,147618.523765465
"3142",1509423660,143.527329642882,139285.312304799
"3143",1509423720,155.357534770868,129311.017186964
"3144",1509423780,150.093571277193,138393.560436921
"3145",1509423840,195.76173070107,143226.959446615
"3146",1509423900,138.960039670464,139951.166468083
"3147",1509423960,146.832257877046,132595.973137968
"3148",1509424020,161.400887655164,134296.478584512
"3149",1509424080,150.045641041505,139371.512833634
"3150",1509424140,138.153504044098,152749.920701512
"3151",1509424200,145.463771853227,152582.232427002
"3152",1509424260,140.123701829489,135771.223553007
"3153",1509424320,152.452803270667,134272.488500144
"3154",1509424380,182.547498210604,130275.773671795
"3155",1509424440,145.770653623495,147552.81013088
"3156",1509424500,173.123063535635,144218.387146168
"3157",1509424560,154.336391776231,133423.865092314
"3158",1509424620,170.838113794923,124760.688581116
"3159",1509424680,132.904122485936,134374.731289012
"3160",1509424740,134.920970576528,149547.723960722
"3161",1509424800,174.107849228223,150132.528171937
"3162",1509424860,133.660022984762,132001.723634605
"3163",1509424920,132.9395980729,133946.61769404
"3164",1509424980,129.637866159871,129533.318724716
"3165",1509425040,148.795296570804,147375.322987115
"3166",1509425100,161.531687383097,146938.411540562
"3167",1509425160,142.942932358905,134235.510717707
"3168",1509425220,176.119440180287,132363.632675081
"3169",1509425280,160.945681549621,129318.489486146
"3170",1509425340,149.513764311583,151016.070627757
"3171",1509425400,162.185259962864,145312.543352792
"3172",1509425460,148.11320945128,135913.086898138
"3173",1509425520,167.979041278666,129998.312055755
"3174",1509425580,181.081279148868,131768.945219292
"3175",1509425640,134.165529837271,143822.545273223
"3176",1509425700,123.935446384828,140790.640859904
"3177",1509425760,141.866320164149,129878.186893831
"3178",1509425820,160.078951920864,126243.267819182
"3179",1509425880,130.450451331415,126730.369898171
"3180",1509425940,158.803012200901,144999.255389494
"3181",1509426000,166.999961563795,147985.134214301
"3182",1509426060,200.541574968328,135159.996933343
"3183",1509426120,153.123278927748,136453.481070766
"3184",1509426180,159.696656983845,125208.183511203
"3185",1509426240,146.992460587349,147799.521485527
"3186",1509426300,152.622198392858,148779.61188921
"3187",1509426360,165.413073832845,141032.945161034
"3188",1509426420,162.898263150375,135653.781326641
"3189",1509426480,172.402848420006,141927.911943267
"3190",1509426540,173.482169975491,158254.352255225
"3191",1509426600,151.889599778697,148449.627014442
"3192",1509426660,173.345392192586,140011.878121881
"3193",1509426720,128.450569620396,131783.742163652
"3194",1509426780,130.944286536277,141342.316206717
"3195",1509426840,168.245171626613,149758.387664917
"3196",1509426900,173.027191670905,144808.89801453
"3197",1509426960,139.102835107315,138159.020661309
"3198",1509427020,149.692612508468,129530.941479529
"3199",1509427080,128.268916950015,122235.871865466
"3200",1509427140,153.041038625913,138141.904745262
"3201",1509427200,131.290361498739,145120.195406494
"3202",1509427260,132.960101641735,133830.660017744
"3203",1509427320,131.5323959843,118795.480171894
"3204",1509427380,135.486712385258,121557.368844955
"3205",1509427440,152.779168589717,143042.819959898
"3206",1509427500,146.68480182358,144589.333029089
"3207",1509427560,142.312500700733,128342.553294982
"3208",1509427620,110.585190234389,119287.516358502
"3209",1509427680,117.164584720499,125697.818565238
"3210",1509427740,162.474012757899,147530.715333887
"3211",1509427800,145.937006901753,153509.360312726
"3212",1509427860,134.607029766218,140356.159006054
"3213",1509427920,200.342722332892,129316.727301227
"3214",1509427980,134.245458494257,127643.732521655
"3215",1509428040,157.083119717232,146869.100152295
"3216",1509428100,151.791279685803,143803.517882993
"3217",1509428160,124.097868895872,134577.336515763
"3218",1509428220,125.07614202323,130672.099208235
"3219",1509428280,140.856059447472,136383.117308047
"3220",1509428340,152.782921042677,148492.277195072
"3221",1509428400,138.997608948381,144169.920348516
"3222",1509428460,128.103498627616,133061.095384252
"3223",1509428520,134.798745162312,128670.926151505
"3224",1509428580,162.675211033399,129907.813800332
"3225",1509428640,157.217289199394,146764.806117965
"3226",1509428700,172.772867021283,145778.125044027
"3227",1509428760,125.284755131756,137642.053474383
"3228",1509428820,143.024113976468,130601.93395681
"3229",1509428880,130.418787507598,133945.550741665
"3230",1509428940,174.504668672034,144344.663057049
"3231",1509429000,180.965270325697,145667.653645471
"3232",1509429060,139.098416964179,131504.701165533
"3233",1509429120,143.670213925184,116492.731337315
"3234",1509429180,161.039223490168,125644.361864163
"3235",1509429240,173.087850864772,140648.405012707
"3236",1509429300,147.70160939201,133634.986189145
"3237",1509429360,151.409815123492,127562.399337417
"3238",1509429420,151.582883223841,125705.869522019
"3239",1509429480,140.650244180764,122356.859333262
"3240",1509429540,175.50423955794,144360.845319931
"3241",1509429600,188.977005867324,147690.896684281
"3242",1509429660,131.610301737835,134862.326424317
"3243",1509429720,134.568702429657,127591.56232422
"3244",1509429780,148.151714621916,128110.294247253
"3245",1509429840,150.534053827301,138748.54951355
"3246",1509429900,200.157497174427,134272.451290259
"3247",1509429960,173.161128797932,129645.572015544
"3248",1509430020,114.394189291443,129181.447750671
"3249",1509430080,122.584481217778,125195.969312353
"3250",1509430140,148.325311204921,143385.385024776
"3251",1509430200,144.636995338753,140194.945070118
"3252",1509430260,203.620558360359,127958.118118524
"3253",1509430320,151.21127770522,129610.152268344
"3254",1509430380,123.80000288801,119556.377402285
"3255",1509430440,184.767321014619,145982.035866803
"3256",1509430500,223.028871950118,149151.061984785
"3257",1509430560,149.726253414531,147498.069598878
"3258",1509430620,158.637425696214,145372.321536128
"3259",1509430680,134.797435816818,139785.539608857
"3260",1509430740,166.290752145112,163858.898942478
"3261",1509430800,184.241515799972,165508.38710378
"3262",1509430860,172.956242497056,156471.533201648
"3263",1509430920,131.620016350609,151390.904118594
"3264",1509430980,159.594569639117,147469.811226737
"3265",1509431040,230.895117614583,169347.496759508
"3266",1509431100,147.765459988194,157140.231614908
"3267",1509431160,172.642587426549,146513.395455072
"3268",1509431220,152.004946927979,143271.219076217
"3269",1509431280,142.324638056763,138162.467030961
"3270",1509431340,296.79707866349,154319.008278206
"3271",1509431400,144.854437131799,150403.770725789
"3272",1509431460,162.205861624562,138974.485047253
"3273",1509431520,170.994954110287,140064.018204351
"3274",1509431580,165.266036928734,136945.38409481
"3275",1509431640,158.132519952816,154332.026024544
"3276",1509431700,155.245071094091,155124.079916005
"3277",1509431760,133.318045644351,146098.592027435
"3278",1509431820,126.256176060253,135337.350748866
"3279",1509431880,144.306905083873,134643.95790181
"3280",1509431940,169.148663301575,162222.510797386
"3281",1509432000,143.381334606352,152206.605853651
"3282",1509432060,143.726755407548,139795.151612029
"3283",1509432120,128.621926174855,139045.670188073
"3284",1509432180,138.623531344899,134306.736728794
"3285",1509432240,157.359762468504,151274.826425724
"3286",1509432300,169.166206129544,146562.705520093
"3287",1509432360,165.876572826221,138176.532039577
"3288",1509432420,172.486513117994,139325.723028273
"3289",1509432480,139.66922370648,128083.248419114
"3290",1509432540,210.706551269691,150842.550857964
"3291",1509432600,130.385401703794,149233.532382568
"3292",1509432660,130.947524343342,139585.269204907
"3293",1509432720,158.992678048642,136678.974557917
"3294",1509432780,216.875298387858,134044.638094338
"3295",1509432840,142.480470517507,152275.445507641
"3296",1509432900,145.918732474918,146702.634081063
"3297",1509432960,164.536964852341,140370.572837566
"3298",1509433020,126.658099359554,138582.771083103
"3299",1509433080,148.776708376743,132610.962987567
"3300",1509433140,175.608025296431,154661.166876243
"3301",1509433200,156.866593458664,161999.656605251
"3302",1509433260,135.226228083861,154076.98952105
"3303",1509433320,169.72816168383,144683.372321992
"3304",1509433380,130.090380420251,135666.168150451
"3305",1509433440,176.695704576919,151458.959285343
"3306",1509433500,140.926349720215,150938.713598717
"3307",1509433560,183.512203375446,141550.279952495
"3308",1509433620,180.839785473461,141396.385554023
"3309",1509433680,197.43590276114,137382.580455259
"3310",1509433740,159.03174147702,155668.926231004
"3311",1509433800,162.437230756194,152481.691428794
"3312",1509433860,146.499773509145,143523.755167989
"3313",1509433920,190.456982477491,139262.267700702
"3314",1509433980,148.088941107941,138714.636848166
"3315",1509434040,143.244257708332,152995.271574105
"3316",1509434100,145.868955561651,155254.836492747
"3317",1509434160,177.166664576125,144872.43919836
"3318",1509434220,137.773121366625,136885.974905583
"3319",1509434280,146.733962384269,132030.159356395
"3320",1509434340,156.307949083975,154197.426218144
"3321",1509434400,150.588928197638,142911.476182037
"3322",1509434460,162.251116264913,142930.771721231
"3323",1509434520,168.15575736403,139553.089782121
"3324",1509434580,146.706374635757,130393.639962177
"3325",1509434640,170.499085281338,153324.117753357
"3326",1509434700,173.237636048487,154827.272463975
"3327",1509434760,143.019778840465,147089.754004554
"3328",1509434820,171.25879972762,142097.056743471
"3329",1509434880,165.32965370602,143588.908578394
"3330",1509434940,152.271717987682,166750.454592698
"3331",1509435000,195.773101584755,164270.321026466
"3332",1509435060,161.167132924611,162041.118363632
"3333",1509435120,159.352792758819,156598.235618743
"3334",1509435180,155.297819632696,142028.468757721
"3335",1509435240,207.473043032381,156453.261558661
"3336",1509435300,182.076491501323,156933.843761075
"3337",1509435360,146.234812695665,147910.316983885
"3338",1509435420,154.62349529041,144863.243919393
"3339",1509435480,113.318047703944,137849.103480305
"3340",1509435540,148.669429566324,158484.528877554
"3341",1509435600,170.653011342952,149339.458590474
"3342",1509435660,150.13399172752,138360.146538281
"3343",1509435720,159.466909314028,142070.778690454
"3344",1509435780,155.019580858743,135893.5927382
"3345",1509435840,167.105745901198,153674.625841603
"3346",1509435900,198.703204827972,151594.403754097
"3347",1509435960,178.649005609484,141708.073257413
"3348",1509436020,171.111240457377,140141.772627092
"3349",1509436080,182.05398904868,138110.384853361
"3350",1509436140,208.193706019893,156304.716148953
"3351",1509436200,146.924560825422,152283.929120248
"3352",1509436260,155.235804611622,146211.344998212
"3353",1509436320,155.274924960529,138653.385997501
"3354",1509436380,144.478898676307,132541.934547447
"3355",1509436440,228.029016014615,150852.399380916
"3356",1509436500,187.571071479165,144101.096222183
"3357",1509436560,237.842246940869,133395.902119529
"3358",1509436620,151.331241989652,138427.329759681
"3359",1509436680,153.050335086547,135173.585286579
"3360",1509436740,205.158912477192,149892.613772947
"3361",1509436800,171.159017026507,155853.104440384
"3362",1509436860,171.815584466418,145923.552065642
"3363",1509436920,156.724648434357,147042.938297517
"3364",1509436980,173.579789282317,144754.575257438
"3365",1509437040,155.041066382952,156631.362418121
"3366",1509437100,168.817313379381,154894.344753754
"3367",1509437160,146.657981076649,145837.194062106
"3368",1509437220,150.729716645571,143498.352163873
"3369",1509437280,134.139691199829,140968.329714244
"3370",1509437340,147.94689134527,159820.881722318
"3371",1509437400,163.982815605368,153100.444134829
"3372",1509437460,174.020301243762,147282.549513603
"3373",1509437520,154.284302431555,147437.633265247
"3374",1509437580,123.584990804496,141961.988187495
"3375",1509437640,172.67051530049,153514.95171424
"3376",1509437700,163.921001478215,150741.465234002
"3377",1509437760,165.35343363523,146350.606302811
"3378",1509437820,156.089373782033,141031.204734702
"3379",1509437880,179.323841964021,139149.874334597
"3380",1509437940,157.100800834983,158951.105960609
"3381",1509438000,130.103138958393,157742.815631793
"3382",1509438060,143.059936457496,143729.961618726
"3383",1509438120,134.059318099601,145218.469511431
"3384",1509438180,137.304115029339,138458.789151238
"3385",1509438240,169.407122500291,153664.236595789
"3386",1509438300,157.723797374131,149440.317698252
"3387",1509438360,151.324025871268,145797.144341577
"3388",1509438420,137.646297953008,148139.28109753
"3389",1509438480,144.516041705003,141104.998987461
"3390",1509438540,169.650694876379,164940.103167775
"3391",1509438600,215.923013652046,163744.842647554
"3392",1509438660,143.049864410794,149886.323371002
"3393",1509438720,195.551184577427,150826.755943059
"3394",1509438780,146.256390163504,154345.682187111
"3395",1509438840,176.240319119158,169832.052407581
"3396",1509438900,167.857028723105,168886.646187681
"3397",1509438960,165.592673754006,163478.29298033
"3398",1509439020,150.876674290661,154954.910614271
"3399",1509439080,148.496799045286,155191.652955266
"3400",1509439140,219.270484932499,177703.24872686
"3401",1509439200,159.38018024179,163930.055304946
"3402",1509439260,171.977426354523,146183.738842934
